chid,views,subscriber,videoscount,date
UC6zwaRF75y2bghpaEA,66827,5705,80,2/4/2017
UC6zwaRF75y2bghpaEA,66924,5709,80,2/5/2017
UC6zwaRF75y2bghpaEA,67152,5710,80,2/6/2017
UC6zwaRF75y2bghpaEA,67330,5713,80,2/7/2017
UC6zwaRF75y2bghpaEA,67439,5715,80,2/8/2017
UC6zwaRF75y2bghpaEA,67439,5715,80,2/9/2017
UC6zwaRF75y2bghpaEA,67756,5715,80,2/10/2017
UC6zwaRF75y2bghpaEA,67853,5716,80,2/11/2017
UC6zwaRF75y2bghpaEA,68025,5714,80,2/12/2017
UC6zwaRF75y2bghpaEA,68025,5715,80,2/13/2017
UC6zwaRF75y2bghpaEA,68340,5717,80,2/14/2017
UC6zwaRF75y2bghpaEA,68462,5721,80,2/15/2017
UC6zwaRF75y2bghpaEA,68581,5722,80,2/16/2017
UC6zwaRF75y2bghpaEA,68710,5728,80,2/17/2017
UC6zwaRF75y2bghpaEA,68842,5730,80,2/18/2017
UC6zwaRF75y2bghpaEA,68963,5731,80,2/19/2017
UC6zwaRF75y2bghpaEA,69135,5731,80,2/20/2017
UC6zwaRF75y2bghpaEA,69302,5733,80,2/21/2017
UC6zwaRF75y2bghpaEA,69449,5736,80,2/22/2017
UC6zwaRF75y2bghpaEA,69584,5736,80,2/23/2017
UC6zwaRF75y2bghpaEA,69696,5735,80,2/24/2017
UC6zwaRF75y2bghpaEA,69818,5732,80,2/25/2017
UC6zwaRF75y2bghpaEA,69946,5734,80,2/26/2017
UC6zwaRF75y2bghpaEA,69946,5733,80,2/27/2017
UC6YPrSElj_8A39DIvg,1483066,2364,19,1/25/2017
UC6YPrSElj_8A39DIvg,1486331,2366,19,1/26/2017
UC6YPrSElj_8A39DIvg,1488027,2369,19,1/27/2017
UC6YPrSElj_8A39DIvg,1488027,2374,19,1/28/2017
UC6YPrSElj_8A39DIvg,1491574,2378,19,1/29/2017
UC6YPrSElj_8A39DIvg,1493464,2382,19,1/30/2017
UC6YPrSElj_8A39DIvg,1493464,2384,19,1/31/2017
UC6YPrSElj_8A39DIvg,1497131,2390,19,2/1/2017
UC6YPrSElj_8A39DIvg,1497131,2393,19,2/2/2017
UC6YPrSElj_8A39DIvg,1498918,2397,19,2/3/2017
UC6YPrSElj_8A39DIvg,1502535,2402,19,2/4/2017
UC6YPrSElj_8A39DIvg,1504471,2406,19,2/5/2017
UC6YPrSElj_8A39DIvg,1506552,2407,19,2/6/2017
UC6YPrSElj_8A39DIvg,1508550,2413,19,2/7/2017
UC6YPrSElj_8A39DIvg,1510461,2416,19,2/8/2017
UC6YPrSElj_8A39DIvg,1510461,2419,19,2/9/2017
UC6YPrSElj_8A39DIvg,1514265,2424,19,2/10/2017
UC6YPrSElj_8A39DIvg,1516341,2432,19,2/11/2017
UC6YPrSElj_8A39DIvg,1518240,2436,19,2/12/2017
UC6YPrSElj_8A39DIvg,1518240,2441,19,2/13/2017
UC6YPrSElj_8A39DIvg,1522158,2442,19,2/14/2017
UC6YPrSElj_8A39DIvg,1523877,2442,19,2/15/2017
UC6YPrSElj_8A39DIvg,1525715,2452,19,2/16/2017
UC6YPrSElj_8A39DIvg,1527651,2456,19,2/17/2017
UC6YPrSElj_8A39DIvg,1529538,2462,19,2/18/2017
UC6YPrSElj_8A39DIvg,1531510,2467,19,2/19/2017
UC6YPrSElj_8A39DIvg,1533482,2471,19,2/20/2017
UC6YPrSElj_8A39DIvg,1535374,2473,19,2/21/2017
UC6YPrSElj_8A39DIvg,1537186,2479,19,2/22/2017
UC6YPrSElj_8A39DIvg,1539183,2480,19,2/23/2017
UC6YPrSElj_8A39DIvg,1541161,2482,19,2/24/2017
UC6YPrSElj_8A39DIvg,1543090,2485,19,2/25/2017
UC6YPrSElj_8A39DIvg,1545150,2488,19,2/26/2017
UC6YPrSElj_8A39DIvg,1545150,2494,19,2/27/2017
UC6YPrSElj_8A39DIvg,1549005,2496,19,2/28/2017
UC6YPrSElj_8A39DIvg,1550829,2500,19,3/1/2017
UC6YPrSElj_8A39DIvg,1552791,2506,19,3/2/2017
UC6YPrSElj_8A39DIvg,1554980,2511,19,3/3/2017
UC6YPrSElj_8A39DIvg,1556994,2511,19,3/4/2017
UC6YPrSElj_8A39DIvg,1559066,2518,19,3/5/2017
UC6YPrSElj_8A39DIvg,1559066,2524,19,3/6/2017
UC6YPrSElj_8A39DIvg,1562965,2528,19,3/7/2017
UC6YPrSElj_8A39DIvg,1564784,2530,17,3/8/2017
UC6YPrSElj_8A39DIvg,1566502,2530,17,3/9/2017
UC6YPrSElj_8A39DIvg,1412147,2532,17,3/10/2017
UC6YPrSElj_8A39DIvg,1413582,2537,17,3/11/2017
UC6YPrSElj_8A39DIvg,1415080,2542,17,3/12/2017
UC6YPrSElj_8A39DIvg,1416587,2545,17,3/13/2017
UC6YPrSElj_8A39DIvg,1418015,2549,17,3/14/2017
UC6YPrSElj_8A39DIvg,1419433,2550,17,3/15/2017
UC6YPrSElj_8A39DIvg,1420951,2552,17,3/16/2017
UC6YPrSElj_8A39DIvg,1422380,2556,17,3/17/2017
UC6YPrSElj_8A39DIvg,1423965,2556,17,3/18/2017
UC6YPrSElj_8A39DIvg,1425515,2560,17,3/19/2017
UC6YPrSElj_8A39DIvg,1427117,2564,17,3/20/2017
UC6YPrSElj_8A39DIvg,1427117,2570,17,3/21/2017
UC6YPrSElj_8A39DIvg,1430036,2572,17,3/22/2017
UC6YPrSElj_8A39DIvg,1431392,2576,17,3/23/2017
UC6YPrSElj_8A39DIvg,1432683,2579,17,3/24/2017
UC6YPrSElj_8A39DIvg,1434063,2585,17,3/25/2017
UC6YPrSElj_8A39DIvg,1435427,2589,17,3/26/2017
UC6YPrSElj_8A39DIvg,1436932,2592,17,3/27/2017
UC6YPrSElj_8A39DIvg,1438333,2592,17,3/28/2017
UC6YPrSElj_8A39DIvg,1439760,2593,17,3/29/2017
UC6YPrSElj_8A39DIvg,1441077,2593,17,3/30/2017
UC6YPrSElj_8A39DIvg,1442509,2598,17,3/31/2017
UC685tbaDLsOlfBVzfA,229690,1681,35,10/1/2016
UC685tbaDLsOlfBVzfA,230000,1683,35,10/2/2016
UC685tbaDLsOlfBVzfA,230282,1686,36,10/3/2016
UC685tbaDLsOlfBVzfA,230562,1689,36,10/4/2016
UC685tbaDLsOlfBVzfA,232489,1688,37,10/5/2016
UC685tbaDLsOlfBVzfA,241296,1693,37,10/6/2016
UC685tbaDLsOlfBVzfA,254507,1694,41,10/7/2016
UC685tbaDLsOlfBVzfA,261332,1694,41,10/8/2016
UC685tbaDLsOlfBVzfA,288256,1698,43,10/9/2016
UC685tbaDLsOlfBVzfA,292566,1700,43,10/10/2016
UC685tbaDLsOlfBVzfA,299829,1700,44,10/11/2016
UC685tbaDLsOlfBVzfA,321773,1701,45,10/12/2016
UC685tbaDLsOlfBVzfA,321773,1705,49,10/13/2016
UC685tbaDLsOlfBVzfA,368736,1707,50,10/14/2016
UC685tbaDLsOlfBVzfA,369112,1710,50,10/15/2016
UC685tbaDLsOlfBVzfA,386614,1711,50,10/16/2016
UC685tbaDLsOlfBVzfA,436437,1717,51,10/17/2016
UC685tbaDLsOlfBVzfA,436804,1720,50,10/18/2016
UC685tbaDLsOlfBVzfA,455825,1723,51,10/19/2016
UC685tbaDLsOlfBVzfA,482173,1721,52,10/20/2016
UC685tbaDLsOlfBVzfA,482173,1724,52,10/21/2016
UC685tbaDLsOlfBVzfA,519495,1726,52,10/22/2016
UC685tbaDLsOlfBVzfA,519875,1730,52,10/23/2016
UC685tbaDLsOlfBVzfA,519875,1730,55,10/24/2016
UC685tbaDLsOlfBVzfA,520758,1734,55,10/25/2016
UC685tbaDLsOlfBVzfA,534409,1735,55,10/26/2016
UC685tbaDLsOlfBVzfA,557477,1736,55,10/27/2016
UC685tbaDLsOlfBVzfA,557827,1741,55,10/28/2016
UC685tbaDLsOlfBVzfA,558161,1742,55,10/29/2016
UC685tbaDLsOlfBVzfA,558502,1745,55,10/30/2016
UC685tbaDLsOlfBVzfA,558892,1747,59,10/31/2016
UC685tbaDLsOlfBVzfA,559314,1749,60,11/1/2016
UC685tbaDLsOlfBVzfA,559754,1751,60,11/2/2016
UC685tbaDLsOlfBVzfA,672855,1756,60,11/3/2016
UC685tbaDLsOlfBVzfA,715730,1761,60,11/4/2016
UC685tbaDLsOlfBVzfA,715730,1764,60,11/5/2016
UC685tbaDLsOlfBVzfA,719969,1767,60,11/6/2016
UC685tbaDLsOlfBVzfA,718603,1769,60,11/7/2016
UC685tbaDLsOlfBVzfA,719088,1774,60,11/8/2016
UC685tbaDLsOlfBVzfA,719477,1776,60,11/9/2016
UC685tbaDLsOlfBVzfA,719823,1783,60,11/10/2016
UC685tbaDLsOlfBVzfA,720210,1784,60,11/11/2016
UC685tbaDLsOlfBVzfA,720160,1786,60,11/12/2016
UC685tbaDLsOlfBVzfA,720563,1789,60,11/13/2016
UC685tbaDLsOlfBVzfA,720961,1791,60,11/14/2016
UC685tbaDLsOlfBVzfA,721406,1794,60,11/15/2016
UC685tbaDLsOlfBVzfA,721406,1793,60,11/16/2016
UC685tbaDLsOlfBVzfA,722108,1797,60,11/17/2016
UC685tbaDLsOlfBVzfA,722484,1801,60,11/18/2016
UC685tbaDLsOlfBVzfA,722862,1804,60,11/19/2016
UC685tbaDLsOlfBVzfA,723235,1807,60,11/20/2016
UC685tbaDLsOlfBVzfA,723598,1817,60,11/21/2016
UC685tbaDLsOlfBVzfA,723955,1815,60,11/22/2016
UC685tbaDLsOlfBVzfA,724296,1818,60,11/23/2016
UC685tbaDLsOlfBVzfA,724296,1820,60,11/24/2016
UC685tbaDLsOlfBVzfA,724938,1825,60,11/25/2016
UC685tbaDLsOlfBVzfA,725192,1825,60,11/26/2016
UC685tbaDLsOlfBVzfA,725435,1830,60,11/27/2016
UC685tbaDLsOlfBVzfA,725713,1834,60,11/28/2016
UC685tbaDLsOlfBVzfA,726367,1834,60,11/29/2016
UC685tbaDLsOlfBVzfA,726443,1841,60,11/30/2016
UC685tbaDLsOlfBVzfA,726443,1843,60,12/1/2016
UC685tbaDLsOlfBVzfA,726443,1843,60,12/2/2016
UC685tbaDLsOlfBVzfA,726443,1844,60,12/3/2016
UC685tbaDLsOlfBVzfA,726443,1846,60,12/4/2016
UC685tbaDLsOlfBVzfA,727636,1850,60,12/5/2016
UC685tbaDLsOlfBVzfA,728253,1852,60,12/6/2016
UC685tbaDLsOlfBVzfA,728253,1854,60,12/7/2016
UC685tbaDLsOlfBVzfA,728860,1855,60,12/8/2016
UC685tbaDLsOlfBVzfA,729166,1858,60,12/9/2016
UC685tbaDLsOlfBVzfA,729476,1857,60,12/10/2016
UC685tbaDLsOlfBVzfA,729783,1858,60,12/11/2016
UC685tbaDLsOlfBVzfA,730104,1858,60,12/12/2016
UC685tbaDLsOlfBVzfA,730389,1859,60,12/13/2016
UC685tbaDLsOlfBVzfA,730679,1859,60,12/14/2016
UC685tbaDLsOlfBVzfA,730938,1860,60,12/15/2016
UC685tbaDLsOlfBVzfA,731195,1860,60,12/16/2016
UC685tbaDLsOlfBVzfA,731195,1862,60,12/17/2016
UC685tbaDLsOlfBVzfA,731794,1866,60,12/18/2016
UC685tbaDLsOlfBVzfA,732137,1867,60,12/19/2016
UC685tbaDLsOlfBVzfA,732552,1868,60,12/20/2016
UC685tbaDLsOlfBVzfA,732891,1872,60,12/21/2016
UC685tbaDLsOlfBVzfA,733223,1874,60,12/22/2016
UC685tbaDLsOlfBVzfA,733531,1874,60,12/23/2016
UC685tbaDLsOlfBVzfA,733798,1874,60,12/24/2016
UC685tbaDLsOlfBVzfA,734048,1871,60,12/25/2016
UC685tbaDLsOlfBVzfA,734294,1872,60,12/26/2016
UC685tbaDLsOlfBVzfA,734585,1872,60,12/27/2016
UC685tbaDLsOlfBVzfA,734884,1872,60,12/28/2016
UC685tbaDLsOlfBVzfA,735146,1873,60,12/29/2016
UC685tbaDLsOlfBVzfA,735436,1877,60,12/30/2016
UC685tbaDLsOlfBVzfA,735742,1878,60,12/31/2016
UC685tbaDLsOlfBVzfA,736032,1880,60,1/1/2017
UC685tbaDLsOlfBVzfA,736249,1882,60,1/2/2017
UC685tbaDLsOlfBVzfA,736565,1883,60,1/3/2017
UC685tbaDLsOlfBVzfA,736891,1885,60,1/4/2017
UC685tbaDLsOlfBVzfA,737217,1889,60,1/5/2017
UC685tbaDLsOlfBVzfA,737497,1891,60,1/6/2017
UC685tbaDLsOlfBVzfA,737795,1894,60,1/7/2017
UC685tbaDLsOlfBVzfA,738367,1898,60,1/8/2017
UC685tbaDLsOlfBVzfA,738722,1905,60,1/9/2017
UC685tbaDLsOlfBVzfA,739119,1906,60,1/10/2017
UC685tbaDLsOlfBVzfA,739478,1911,60,1/11/2017
UC685tbaDLsOlfBVzfA,739907,1912,60,1/12/2017
UC685tbaDLsOlfBVzfA,740222,1911,60,1/13/2017
UC685tbaDLsOlfBVzfA,741948,1910,60,1/14/2017
UC685tbaDLsOlfBVzfA,741948,1914,60,1/15/2017
UC685tbaDLsOlfBVzfA,814107,1913,60,1/16/2017
UC685tbaDLsOlfBVzfA,815658,1915,60,1/17/2017
UC685tbaDLsOlfBVzfA,816640,1922,60,1/18/2017
UC685tbaDLsOlfBVzfA,816835,1923,60,1/19/2017
UC685tbaDLsOlfBVzfA,817221,1926,60,1/20/2017
UC685tbaDLsOlfBVzfA,817674,1927,60,1/21/2017
UC685tbaDLsOlfBVzfA,818037,1930,60,1/22/2017
UC685tbaDLsOlfBVzfA,818405,1931,60,1/23/2017
UC685tbaDLsOlfBVzfA,744311,1932,60,1/24/2017
UC685tbaDLsOlfBVzfA,744311,1935,60,1/25/2017
UC685tbaDLsOlfBVzfA,745051,1930,60,1/26/2017
UC685tbaDLsOlfBVzfA,745369,1932,60,1/27/2017
UC685tbaDLsOlfBVzfA,745369,1933,60,1/28/2017
UC685tbaDLsOlfBVzfA,746067,1933,60,1/29/2017
UC685tbaDLsOlfBVzfA,746403,1936,60,1/30/2017
UC685tbaDLsOlfBVzfA,746403,1937,60,1/31/2017
UC685tbaDLsOlfBVzfA,747107,1939,60,2/1/2017
UC685tbaDLsOlfBVzfA,747107,1940,60,2/2/2017
UC685tbaDLsOlfBVzfA,747439,1941,60,2/3/2017
UC685tbaDLsOlfBVzfA,748078,1943,60,2/4/2017
UC685tbaDLsOlfBVzfA,748391,1943,60,2/5/2017
UC685tbaDLsOlfBVzfA,748715,1947,60,2/6/2017
UC685tbaDLsOlfBVzfA,749102,1950,60,2/7/2017
UC685tbaDLsOlfBVzfA,749500,1951,60,2/8/2017
UC685tbaDLsOlfBVzfA,749500,1952,60,2/9/2017
UC685tbaDLsOlfBVzfA,750300,1957,60,2/10/2017
UC685tbaDLsOlfBVzfA,750645,1959,60,2/11/2017
UC685tbaDLsOlfBVzfA,750966,1960,60,2/12/2017
UC685tbaDLsOlfBVzfA,750966,1962,60,2/13/2017
UC685tbaDLsOlfBVzfA,751682,1966,60,2/14/2017
UC685tbaDLsOlfBVzfA,752037,1967,60,2/15/2017
UC685tbaDLsOlfBVzfA,752321,1969,60,2/16/2017
UC685tbaDLsOlfBVzfA,752642,1969,60,2/17/2017
UC685tbaDLsOlfBVzfA,752962,1971,60,2/18/2017
UC685tbaDLsOlfBVzfA,753313,1973,60,2/19/2017
UC685tbaDLsOlfBVzfA,753666,1978,60,2/20/2017
UC685tbaDLsOlfBVzfA,754070,1980,60,2/21/2017
UC685tbaDLsOlfBVzfA,754463,1981,60,2/22/2017
UC685tbaDLsOlfBVzfA,754822,1983,60,2/23/2017
UC685tbaDLsOlfBVzfA,755164,1985,60,2/24/2017
UC685tbaDLsOlfBVzfA,755480,1987,60,2/25/2017
UC685tbaDLsOlfBVzfA,755796,1989,60,2/26/2017
UC685tbaDLsOlfBVzfA,755796,1994,60,2/27/2017
UC685tbaDLsOlfBVzfA,756520,1994,60,2/28/2017
UC685tbaDLsOlfBVzfA,756862,1996,60,3/1/2017
UC685tbaDLsOlfBVzfA,757199,2000,60,3/2/2017
UC685tbaDLsOlfBVzfA,757566,2004,60,3/3/2017
UC685tbaDLsOlfBVzfA,757954,2005,60,3/4/2017
UC685tbaDLsOlfBVzfA,758374,2007,60,3/5/2017
UC685tbaDLsOlfBVzfA,758374,2009,60,3/6/2017
UC685tbaDLsOlfBVzfA,759250,2015,60,3/7/2017
UC685tbaDLsOlfBVzfA,759696,2016,60,3/8/2017
UC685tbaDLsOlfBVzfA,760129,2017,60,3/9/2017
UC685tbaDLsOlfBVzfA,760510,2018,60,3/10/2017
UC685tbaDLsOlfBVzfA,760912,2019,60,3/11/2017
UC685tbaDLsOlfBVzfA,761287,2018,60,3/12/2017
UC685tbaDLsOlfBVzfA,761702,2020,60,3/13/2017
UC685tbaDLsOlfBVzfA,762198,2022,59,3/14/2017
UC685tbaDLsOlfBVzfA,762640,2025,59,3/15/2017
UC685tbaDLsOlfBVzfA,763027,2027,59,3/16/2017
UC685tbaDLsOlfBVzfA,763027,2026,59,3/17/2017
UC685tbaDLsOlfBVzfA,763794,2026,59,3/18/2017
UC685tbaDLsOlfBVzfA,764209,2029,59,3/19/2017
UC685tbaDLsOlfBVzfA,764619,2031,59,3/20/2017
UC685tbaDLsOlfBVzfA,764619,2037,59,3/21/2017
UC685tbaDLsOlfBVzfA,765476,2041,59,3/22/2017
UC685tbaDLsOlfBVzfA,765925,2044,59,3/23/2017
UC685tbaDLsOlfBVzfA,766341,2049,59,3/24/2017
UC685tbaDLsOlfBVzfA,766797,2049,59,3/25/2017
UC685tbaDLsOlfBVzfA,767237,2052,59,3/26/2017
UC685tbaDLsOlfBVzfA,767665,2054,59,3/27/2017
UC685tbaDLsOlfBVzfA,768134,2055,59,3/28/2017
UC685tbaDLsOlfBVzfA,768592,2055,59,3/29/2017
UC685tbaDLsOlfBVzfA,768959,2059,59,3/30/2017
UC685tbaDLsOlfBVzfA,769388,2058,59,3/31/2017
UC66MdV183KKnHdvIiA,1185530,15915,90,10/1/2016
UC66MdV183KKnHdvIiA,1186973,15936,90,10/2/2016
UC66MdV183KKnHdvIiA,1188316,15954,90,10/3/2016
UC66MdV183KKnHdvIiA,1189508,15963,90,10/4/2016
UC66MdV183KKnHdvIiA,1190716,15988,90,10/5/2016
UC66MdV183KKnHdvIiA,1191799,15997,90,10/6/2016
UC66MdV183KKnHdvIiA,1192936,16010,90,10/7/2016
UC66MdV183KKnHdvIiA,1194210,16023,90,10/8/2016
UC66MdV183KKnHdvIiA,1195344,16047,90,10/9/2016
UC66MdV183KKnHdvIiA,1196580,16072,90,10/10/2016
UC66MdV183KKnHdvIiA,1197985,16079,90,10/11/2016
UC66MdV183KKnHdvIiA,1199080,16097,90,10/12/2016
UC66MdV183KKnHdvIiA,1199080,16108,90,10/13/2016
UC66MdV183KKnHdvIiA,1201059,16114,90,10/14/2016
UC66MdV183KKnHdvIiA,1202067,16128,90,10/15/2016
UC66MdV183KKnHdvIiA,1203203,16142,90,10/16/2016
UC66MdV183KKnHdvIiA,1204308,16158,90,10/17/2016
UC66MdV183KKnHdvIiA,1205444,16165,90,10/18/2016
UC66MdV183KKnHdvIiA,1206304,16173,90,10/19/2016
UC66MdV183KKnHdvIiA,1207182,16181,90,10/20/2016
UC66MdV183KKnHdvIiA,1207182,16203,90,10/21/2016
UC66MdV183KKnHdvIiA,1208789,16216,90,10/22/2016
UC66MdV183KKnHdvIiA,1209694,16223,90,10/23/2016
UC66MdV183KKnHdvIiA,1209694,16235,90,10/24/2016
UC66MdV183KKnHdvIiA,1211749,16251,90,10/25/2016
UC66MdV183KKnHdvIiA,1212591,16271,90,10/26/2016
UC66MdV183KKnHdvIiA,1213604,16304,90,10/27/2016
UC66MdV183KKnHdvIiA,1214846,16324,90,10/28/2016
UC66MdV183KKnHdvIiA,1215887,16344,90,10/29/2016
UC66MdV183KKnHdvIiA,1217079,16366,90,10/30/2016
UC66MdV183KKnHdvIiA,1218227,16391,90,10/31/2016
UC66MdV183KKnHdvIiA,1219488,16409,90,11/1/2016
UC66MdV183KKnHdvIiA,1220742,16416,90,11/2/2016
UC66MdV183KKnHdvIiA,1222036,16433,90,11/3/2016
UC66MdV183KKnHdvIiA,1223621,16454,90,11/4/2016
UC66MdV183KKnHdvIiA,1223621,16474,90,11/5/2016
UC66MdV183KKnHdvIiA,1226786,16498,90,11/6/2016
UC66MdV183KKnHdvIiA,1228642,16536,90,11/7/2016
UC66MdV183KKnHdvIiA,1230559,16562,90,11/8/2016
UC66MdV183KKnHdvIiA,1232204,16591,90,11/9/2016
UC66MdV183KKnHdvIiA,1233984,16617,90,11/10/2016
UC66MdV183KKnHdvIiA,1235700,16649,90,11/11/2016
UC66MdV183KKnHdvIiA,1237441,16674,90,11/12/2016
UC66MdV183KKnHdvIiA,1239277,16712,90,11/13/2016
UC66MdV183KKnHdvIiA,1241599,16751,90,11/14/2016
UC66MdV183KKnHdvIiA,1243866,16789,90,11/15/2016
UC66MdV183KKnHdvIiA,1243866,16819,90,11/16/2016
UC66MdV183KKnHdvIiA,1248049,16845,90,11/17/2016
UC66MdV183KKnHdvIiA,1249676,16866,90,11/18/2016
UC66MdV183KKnHdvIiA,1251138,16900,90,11/19/2016
UC66MdV183KKnHdvIiA,1252598,16919,90,11/20/2016
UC66MdV183KKnHdvIiA,1254283,16951,91,11/21/2016
UC66MdV183KKnHdvIiA,1256077,16977,91,11/22/2016
UC66MdV183KKnHdvIiA,1257719,17002,91,11/23/2016
UC66MdV183KKnHdvIiA,1259414,17021,91,11/24/2016
UC66MdV183KKnHdvIiA,1260780,17044,91,11/25/2016
UC66MdV183KKnHdvIiA,1262298,17065,91,11/26/2016
UC66MdV183KKnHdvIiA,1263879,17082,91,11/27/2016
UC66MdV183KKnHdvIiA,1265526,17114,92,11/28/2016
UC66MdV183KKnHdvIiA,1268334,17141,92,11/29/2016
UC66MdV183KKnHdvIiA,1270050,17160,92,11/30/2016
UC66MdV183KKnHdvIiA,1270050,17184,92,12/1/2016
UC66MdV183KKnHdvIiA,1270050,17197,92,12/2/2016
UC66MdV183KKnHdvIiA,1270050,17219,92,12/3/2016
UC66MdV183KKnHdvIiA,1270050,17235,92,12/4/2016
UC66MdV183KKnHdvIiA,1276036,17249,92,12/5/2016
UC66MdV183KKnHdvIiA,1279073,17266,92,12/6/2016
UC66MdV183KKnHdvIiA,1279073,17288,92,12/7/2016
UC66MdV183KKnHdvIiA,1281885,17314,92,12/8/2016
UC66MdV183KKnHdvIiA,1283284,17347,93,12/9/2016
UC66MdV183KKnHdvIiA,1285421,17367,93,12/10/2016
UC66MdV183KKnHdvIiA,1288799,17399,93,12/11/2016
UC66MdV183KKnHdvIiA,1290852,17416,93,12/12/2016
UC66MdV183KKnHdvIiA,1292865,17450,93,12/13/2016
UC66MdV183KKnHdvIiA,1294948,17474,93,12/14/2016
UC66MdV183KKnHdvIiA,1296603,17502,93,12/15/2016
UC66MdV183KKnHdvIiA,1298445,17542,95,12/16/2016
UC66MdV183KKnHdvIiA,1298445,17600,95,12/17/2016
UC66MdV183KKnHdvIiA,1304769,17650,95,12/18/2016
UC66MdV183KKnHdvIiA,1307027,17698,95,12/19/2016
UC66MdV183KKnHdvIiA,1309429,17728,95,12/20/2016
UC66MdV183KKnHdvIiA,1312224,17773,95,12/21/2016
UC66MdV183KKnHdvIiA,1314567,17801,95,12/22/2016
UC66MdV183KKnHdvIiA,1317124,17827,95,12/23/2016
UC66MdV183KKnHdvIiA,1319204,17852,95,12/24/2016
UC66MdV183KKnHdvIiA,1321089,17856,95,12/25/2016
UC66MdV183KKnHdvIiA,1322304,17888,95,12/26/2016
UC66MdV183KKnHdvIiA,1323642,17914,95,12/27/2016
UC66MdV183KKnHdvIiA,1325722,17971,95,12/28/2016
UC66MdV183KKnHdvIiA,1327795,18014,95,12/29/2016
UC66MdV183KKnHdvIiA,1330264,18055,95,12/30/2016
UC66MdV183KKnHdvIiA,1332747,18097,95,12/31/2016
UC66MdV183KKnHdvIiA,1335381,18100,95,1/1/2017
UC66MdV183KKnHdvIiA,1336871,18133,95,1/2/2017
UC66MdV183KKnHdvIiA,1338528,18160,95,1/3/2017
UC66MdV183KKnHdvIiA,1340669,18179,95,1/4/2017
UC66MdV183KKnHdvIiA,1342454,18194,95,1/5/2017
UC66MdV183KKnHdvIiA,1344102,18213,95,1/6/2017
UC66MdV183KKnHdvIiA,1345878,18234,95,1/7/2017
UC66MdV183KKnHdvIiA,1349565,18268,95,1/8/2017
UC66MdV183KKnHdvIiA,1351152,18301,96,1/9/2017
UC66MdV183KKnHdvIiA,1353090,18341,96,1/10/2017
UC66MdV183KKnHdvIiA,1356442,18366,96,1/11/2017
UC66MdV183KKnHdvIiA,1358838,18386,96,1/12/2017
UC66MdV183KKnHdvIiA,1360857,18423,96,1/13/2017
UC66MdV183KKnHdvIiA,1371366,18443,96,1/14/2017
UC66MdV183KKnHdvIiA,1371366,18465,96,1/15/2017
UC66MdV183KKnHdvIiA,1393930,18491,96,1/16/2017
UC66MdV183KKnHdvIiA,1400863,18516,96,1/17/2017
UC66MdV183KKnHdvIiA,1405625,18546,96,1/18/2017
UC66MdV183KKnHdvIiA,1406250,18564,96,1/19/2017
UC66MdV183KKnHdvIiA,1408150,18579,96,1/20/2017
UC66MdV183KKnHdvIiA,1409861,18596,96,1/21/2017
UC66MdV183KKnHdvIiA,1411149,18616,96,1/22/2017
UC66MdV183KKnHdvIiA,1412426,18644,96,1/23/2017
UC66MdV183KKnHdvIiA,1377175,18669,96,1/24/2017
UC66MdV183KKnHdvIiA,1377175,18674,96,1/25/2017
UC66MdV183KKnHdvIiA,1380667,18698,96,1/26/2017
UC66MdV183KKnHdvIiA,1382090,18716,96,1/27/2017
UC66MdV183KKnHdvIiA,1382090,18735,96,1/28/2017
UC66MdV183KKnHdvIiA,1385517,18760,96,1/29/2017
UC66MdV183KKnHdvIiA,1386989,18780,97,1/30/2017
UC66MdV183KKnHdvIiA,1386989,18821,97,1/31/2017
UC66MdV183KKnHdvIiA,1393208,18851,97,2/1/2017
UC66MdV183KKnHdvIiA,1393208,18864,97,2/2/2017
UC66MdV183KKnHdvIiA,1395779,18891,97,2/3/2017
UC66MdV183KKnHdvIiA,1399284,18897,98,2/4/2017
UC66MdV183KKnHdvIiA,1402153,18913,98,2/5/2017
UC66MdV183KKnHdvIiA,1404011,18928,98,2/6/2017
UC66MdV183KKnHdvIiA,1405340,18944,98,2/7/2017
UC66MdV183KKnHdvIiA,1406539,18966,98,2/8/2017
UC66MdV183KKnHdvIiA,1406539,18979,98,2/9/2017
UC66MdV183KKnHdvIiA,1408723,18997,98,2/10/2017
UC66MdV183KKnHdvIiA,1409731,19002,98,2/11/2017
UC66MdV183KKnHdvIiA,1410705,19011,98,2/12/2017
UC66MdV183KKnHdvIiA,1410705,19022,98,2/13/2017
UC66MdV183KKnHdvIiA,1412501,19030,99,2/14/2017
UC66MdV183KKnHdvIiA,1413600,19041,99,2/15/2017
UC66MdV183KKnHdvIiA,1415824,19049,99,2/16/2017
UC66MdV183KKnHdvIiA,1416792,19057,99,2/17/2017
UC66MdV183KKnHdvIiA,1417758,19072,99,2/18/2017
UC66MdV183KKnHdvIiA,1418795,19081,99,2/19/2017
UC66MdV183KKnHdvIiA,1420079,19105,99,2/20/2017
UC66MdV183KKnHdvIiA,1421141,19110,99,2/21/2017
UC66MdV183KKnHdvIiA,1422061,19122,99,2/22/2017
UC66MdV183KKnHdvIiA,1422842,19137,99,2/23/2017
UC66MdV183KKnHdvIiA,1423784,19155,99,2/24/2017
UC66MdV183KKnHdvIiA,1424810,19174,99,2/25/2017
UC66MdV183KKnHdvIiA,1425843,19183,99,2/26/2017
