"vidid","adviews"
"VID_14520",447
"VID_3215",316
"VID_12263",398
"VID_20214",637
"VID_2926",519
"VID_13776",307
"VID_16270",9907
"VID_1102",67230
"VID_2656",387
"VID_17831",1145
"VID_17518",6616
"VID_20006",868
"VID_4357",454
"VID_5530",3877
"VID_2286",285
"VID_3113",1772
"VID_2569",34213
"VID_17384",470
"VID_14754",238
"VID_12427",15
"VID_7113",74
"VID_10799",2492
"VID_6332",185
"VID_13405",96
"VID_4411",115
"VID_5731",3794
"VID_16584",1424
"VID_4568",319
"VID_3575",87
"VID_15944",394
"VID_15417",1654
"VID_5761",11320
"VID_11243",45592
"VID_362",18
"VID_8932",45673
"VID_22733",264
"VID_793",12
"VID_10956",67537
"VID_4422",598
"VID_10549",8540
"VID_3939",1192
"VID_19790",395
"VID_18850",20997
"VID_13900",33113
"VID_14794",1339
"VID_19774",319
"VID_12857",808
"VID_17928",25126
"VID_3372",935
"VID_15175",399
"VID_4571",2528
"VID_7559",952
"VID_21354",477
"VID_10061",1616
"VID_7537",718
"VID_3488",142
"VID_13611",9268
"VID_6878",34763
"VID_4973",1658
"VID_13113",1073
"VID_5266",2809
"VID_4629",3379
"VID_11240",455
"VID_20165",479
"VID_6081",15949
"VID_16533",5
"VID_15917",5545
"VID_9570",587
"VID_11907",25432
"VID_23040",2522
"VID_23418",16807
"VID_3402",43
"VID_784",13
"VID_9459",669
"VID_14437",101
"VID_11004",518
"VID_18896",576
"VID_10256",5749
"VID_17618",514
"VID_22331",779
"VID_3752",234
"VID_12128",9138
"VID_5781",5974
"VID_22852",581
"VID_3982",7
"VID_12789",3494
"VID_10045",943
"VID_16750",5609
"VID_4877",508
"VID_21679",334
"VID_4105",20
"VID_10655",967
"VID_17768",69
"VID_2849",10
"VID_3663",398
"VID_4544",10
"VID_2207",732
"VID_7078",360
"VID_13144",495
"VID_4884",2101
"VID_852",1891
"VID_12131",2894
"VID_16562",7
"VID_9009",18
"VID_13487",128
"VID_14576",8
"VID_16832",63
"VID_17985",68246
"VID_21569",1286
"VID_4951",64
"VID_18135",20123
"VID_1962",535
"VID_23091",520
"VID_23077",1592
"VID_9672",604
"VID_20332",547
"VID_4113",280
"VID_6555",25288
"VID_6209",441
"VID_23570",838
"VID_14917",4236
"VID_17109",407
"VID_6136",750
"VID_3040",396
"VID_9886",449
"VID_18657",409
"VID_2394",585
"VID_1352",20977
"VID_8297",529
"VID_10112",16
"VID_4262",192
"VID_10461",1892
"VID_1952",17248
"VID_10504",4250
"VID_10590",1033
"VID_18256",247
"VID_19145",416
"VID_20784",509
"VID_448",3077
"VID_6293",11
"VID_4462",896
"VID_6650",9893
"VID_11002",82035
"VID_17404",169
"VID_2118",83
"VID_3642",713
"VID_7963",1499
"VID_1340",7130
"VID_6769",6560
"VID_23631",545
"VID_21726",453
"VID_11721",30827
"VID_1553",26190
"VID_541",198
"VID_2429",173
"VID_13505",385
"VID_23404",496
"VID_6298",54
"VID_13722",1557
"VID_19086",1774
"VID_19421",222
"VID_3997",163
"VID_5230",13912
"VID_14597",29
"VID_22282",6455
"VID_3986",877
"VID_13078",1665
"VID_5677",913
"VID_7886",116
"VID_20821",1830
"VID_13253",11281
"VID_3632",31
"VID_15975",6
"VID_22577",169
"VID_15223",1765
"VID_11245",2870
"VID_1802",19275
"VID_7434",117
"VID_11313",462
"VID_2900",3908
"VID_106",2214
"VID_9784",13809
"VID_15561",454
"VID_20893",327
"VID_4174",3040
"VID_1295",44366
"VID_701",625
"VID_13718",1483
"VID_15384",2823
"VID_7332",146
"VID_21757",504
"VID_16022",12
"VID_16236",395
"VID_4337",936
"VID_20636",1566
"VID_639",13755
"VID_3511",3468
"VID_5508",797
"VID_6281",75
"VID_15053",1586
"VID_3435",50
"VID_8616",284
"VID_14044",409
"VID_6493",9416
"VID_3158",282
"VID_10253",3187
"VID_3001",474
"VID_20951",18353
"VID_5750",11376
"VID_11466",1255
"VID_9642",18367
"VID_15556",133
"VID_14167",141
"VID_16180",64
"VID_5456",150
"VID_926",262
"VID_16685",1009
"VID_14228",559
"VID_14720",551
"VID_18717",44
"VID_10635",24291
"VID_20840",357
"VID_3096",220
"VID_3244",149
"VID_21373",483
"VID_5533",27
"VID_4549",1318
"VID_22471",217
"VID_3835",105
"VID_17761",4389
"VID_5721",866
"VID_510",133
"VID_19978",375
"VID_15191",25676
"VID_17998",691
"VID_23349",372
"VID_13271",650
"VID_16457",29543
"VID_21777",1115
"VID_6416",136
"VID_11087",511
"VID_7437",391
"VID_22835",3157
"VID_8283",1677
"VID_13522",112
"VID_7611",478
"VID_8984",1832
"VID_10628",918
"VID_9849",833
"VID_1968",82904
"VID_11578",1030
"VID_2237",319
"VID_15132",408
"VID_12746",66849
"VID_3130",136
"VID_9593",346
"VID_10652",58493
"VID_14015",1050
"VID_7116",6
"VID_19028",175
"VID_17430",993
"VID_21788",981
"VID_15831",6098
"VID_5942",3587
"VID_15029",241
"VID_4352",52
"VID_21653",974
"VID_6190",39
"VID_7095",20
"VID_2485",2226
"VID_6437",1100
"VID_11325",1029
"VID_13363",1513
"VID_6398",7304
"VID_10189",336
"VID_18253",592
"VID_15829",62
"VID_12349",230
"VID_11887",626
"VID_22327",365
"VID_10815",484
"VID_1776",14598
"VID_3175",1069
"VID_21068",223
"VID_7316",590
"VID_21999",535
"VID_19345",275
"VID_3700",434
"VID_7802",27
"VID_2126",621
"VID_1254",57551
"VID_18091",24558
"VID_323",899
"VID_605",166
"VID_22819",5505
"VID_6178",725
"VID_20098",331
"VID_18451",140
"VID_21177",24814
"VID_6010",1679
"VID_21931",1231
"VID_14297",68724
"VID_19770",60
"VID_18120",32590
"VID_1563",3965
"VID_976",1376
"VID_5235",649
"VID_4540",2514
"VID_17883",488
"VID_16527",70722
"VID_1118",434
"VID_22359",509
"VID_10076",519
"VID_654",103
"VID_15065",3021
"VID_16385",119
"VID_767",3103
"VID_18898",181
"VID_11910",484
"VID_11880",4848
"VID_23174",41
"VID_6947",528
"VID_23593",1431
"VID_20704",2464
"VID_6935",468
"VID_19859",772
"VID_6578",26031
"VID_9747",707
"VID_13132",1563
"VID_8734",796
"VID_22732",157
"VID_18516",23618
"VID_1949",42805
"VID_22124",51
"VID_8310",1868
"VID_14424",24719
"VID_18895",128
"VID_13210",3189
"VID_14732",49161
"VID_6603",26371
"VID_19754",753
"VID_9276",95
"VID_6369",212
"VID_12207",2062
"VID_11183",423
"VID_18547",865
"VID_12303",447
"VID_1587",24213
"VID_22246",3005
"VID_16300",600
"VID_4282",2714
"VID_12064",1252
"VID_20842",531
"VID_21172",3253
"VID_4541",1517
"VID_12477",1150
"VID_18127",986
"VID_1502",64731
"VID_18016",60616
"VID_10950",489
"VID_11735",80
"VID_11959",775
"VID_20482",840
"VID_5816",988
"VID_7301",1100
"VID_226",1230
"VID_20856",20190
"VID_5107",2396
"VID_11678",4516
"VID_23497",121980
"VID_6797",67229
"VID_22106",2587
"VID_10151",513
"VID_6725",1060
"VID_2435",131
"VID_17908",51920
"VID_454",1788
"VID_23067",9848
"VID_21609",2146
"VID_3253",29933
"VID_5935",488
"VID_1568",21879
"VID_14804",1335
"VID_22087",588
"VID_9497",4684
"VID_4592",29
"VID_5831",135
"VID_11356",757
"VID_17667",554
"VID_13649",930
"VID_7974",553
"VID_6013",396
"VID_4389",429
"VID_19030",23298
"VID_832",3965
"VID_14244",789
"VID_282",677
"VID_17406",16
"VID_12603",800
"VID_4580",2202
"VID_9481",2996
"VID_22005",571
"VID_20093",1333
"VID_3816",187
"VID_12403",544
"VID_16868",68
"VID_11701",2453
"VID_16884",78
"VID_7812",160
"VID_1655",695
"VID_21729",31
"VID_6951",2364
"VID_17539",500
"VID_2956",1292
"VID_10006",164
"VID_14881",4949
"VID_1138",66849
"VID_14030",186
"VID_3201",165
"VID_17876",17973
"VID_20857",391
"VID_2154",738
"VID_5544",1972
"VID_10712",1700
"VID_6910",47383
"VID_2882",514
"VID_15719",6658
"VID_2706",393
"VID_143",1351
"VID_10659",1649
"VID_22669",16485
"VID_3256",169
"VID_18252",248
"VID_137",1074
"VID_8672",392
"VID_12118",66304
"VID_6922",34771
"VID_17178",18050
"VID_4557",476
"VID_8160",45
"VID_6384",379
"VID_23225",29
"VID_17567",2411
"VID_3948",32
"VID_9140",406
"VID_7953",1738
"VID_11092",528
"VID_1181",516
"VID_8841",1237
"VID_1656",464
"VID_1754",843
"VID_9938",1084
"VID_14679",51235
"VID_19110",208
"VID_17072",37017
"VID_18196",100
"VID_14429",7090
"VID_20829",548
"VID_1727",482
"VID_4614",587
"VID_16758",31478
"VID_44",83
"VID_15213",745
"VID_1709",570
"VID_5094",16180
"VID_15523",822
"VID_14180",319
"VID_17357",403
"VID_23027",679
"VID_9263",8112
"VID_739",17
"VID_4921",46
"VID_12691",394
"VID_3569",518
"VID_5953",2601
"VID_21747",405
"VID_9598",66096
"VID_176",257
"VID_19040",1177
"VID_6705",101
"VID_21343",173
"VID_4162",42
"VID_22679",233
"VID_19508",558
"VID_2131",3642
"VID_9655",515
"VID_4729",252
"VID_21712",330
"VID_23591",613
"VID_1571",449
"VID_19048",2148
"VID_10794",973
"VID_8462",1925
"VID_7572",15
"VID_19660",490
"VID_10977",347
"VID_18270",3337
"VID_10621",2333
"VID_20459",1366
"VID_8902",445
"VID_8879",9408
"VID_23588",79
"VID_21748",406
"VID_17517",32325
"VID_17678",294
"VID_12011",601
"VID_21869",477
"VID_7035",47
"VID_915",2883
"VID_3330",49
"VID_21146",290
"VID_5812",587
"VID_21236",3029
"VID_19792",899
"VID_11920",410
"VID_8060",1786
"VID_11201",393
"VID_4814",8701
"VID_2255",1730
"VID_1557",12608
"VID_4517",23771
"VID_1847",73161
"VID_12468",612
"VID_17563",86864
"VID_6092",654
"VID_8505",409
"VID_3145",8
"VID_4523",1406
"VID_5572",7768
"VID_15622",453
"VID_23664",255
"VID_1199",41016
"VID_20859",526
"VID_20219",325
"VID_14843",234
"VID_10143",128
"VID_18589",212
"VID_12417",4486
"VID_13581",28242
"VID_3415",21
"VID_17443",856
"VID_4628",30
"VID_2661",1364
"VID_7209",5200
"VID_7870",912
"VID_17045",818
"VID_20063",917
"VID_11909",395
"VID_17225",5361
"VID_14680",1355
"VID_7326",206
"VID_15140",508
"VID_2324",1705
"VID_2936",2404
"VID_18115",5002
"VID_9316",260
"VID_18367",347
"VID_15205",248
"VID_3068",93
"VID_6319",158
"VID_14285",484
"VID_20949",1707
"VID_7519",385
"VID_5836",58291
"VID_20268",71
"VID_12833",1334
"VID_17659",286
"VID_7137",58
"VID_22579",481
"VID_21681",1025
"VID_2911",276
"VID_23348",31043
"VID_15619",13923
"VID_10327",46
"VID_13590",498
"VID_9793",1125
"VID_22698",2015
"VID_2798",332
"VID_15022",650
"VID_23502",1440
"VID_865",5529
"VID_12126",1929
"VID_10439",2499
"VID_3103",3747
"VID_10764",204
"VID_20169",391
"VID_20766",1130
"VID_20512",905
"VID_21472",1293
"VID_18887",1542
"VID_922",150
"VID_21984",2999
"VID_16563",1153
"VID_16788",142
"VID_17778",268
"VID_1904",76862
"VID_928",58
"VID_12845",220
"VID_6422",412
"VID_10221",1026
"VID_15977",674
"VID_21774",2140
"VID_19891",147
"VID_23519",43
"VID_9823",676
"VID_17541",940
"VID_15111",273
"VID_19743",568
"VID_5621",586
"VID_7492",536
"VID_4974",1086
"VID_3104",754
"VID_22084",224
"VID_8234",1280
"VID_13324",175
"VID_18874",256
"VID_12753",67190
"VID_3226",68
"VID_5911",2048
"VID_18670",47864
"VID_13918",712
"VID_22137",6360
"VID_5582",490
"VID_17134",68376
"VID_6065",1425
"VID_7714",168
"VID_19758",119
"VID_5181",55938
"VID_11772",81
"VID_10293",6
"VID_18907",433
"VID_11238",21
"VID_9684",926
"VID_14439",1038
"VID_3502",134
"VID_4648",874
"VID_13653",20052
"VID_7319",3290
"VID_22221",1376
"VID_10521",143
"VID_23193",260
"VID_9209",924
"VID_386",692
"VID_41",651
"VID_4129",92
"VID_1323",81653
"VID_19618",23
"VID_6806",68255
"VID_5608",415
"VID_8789",500
"VID_16467",668
"VID_3723",400
"VID_4399",416
"VID_259",1062
"VID_17597",2640
"VID_21110",38
"VID_293",636
"VID_22872",615
"VID_3543",3522
"VID_17344",259
"VID_2219",745
"VID_4004",19
"VID_4449",1670
"VID_3243",96
"VID_11767",931
"VID_19467",241
"VID_16918",653
"VID_8455",1100
"VID_20744",68
"VID_20358",1438
"VID_23417",138
"VID_4859",33
"VID_21291",19609
"VID_2742",206
"VID_932",1835
"VID_4665",1135
"VID_1931",873
"VID_834",4227
"VID_16455",725
"VID_18695",230
"VID_12570",27584
"VID_3363",32
"VID_1429",551
"VID_23147",32347
"VID_370",73
"VID_8257",1448
"VID_14746",64713
"VID_12892",763
"VID_9440",107
"VID_6662",3084
"VID_2439",17
"VID_18596",71
"VID_5669",535
"VID_20658",803
"VID_5661",103
"VID_19314",10
"VID_21996",552
"VID_4895",598
"VID_17999",500
"VID_1786",167
"VID_23173",10086
"VID_7943",1055
"VID_12577",2071
"VID_17318",5272
"VID_21978",1135
"VID_11917",666
"VID_7819",1709
"VID_16076",597
"VID_1612",1054
"VID_17300",301
"VID_19434",224
"VID_5088",777
"VID_21732",51
"VID_12730",71965
"VID_1460",43030
"VID_17895",670
"VID_16178",171
"VID_22430",125
"VID_12248",1321
"VID_18022",26155
"VID_3374",43648
"VID_3356",8
"VID_23558",285
"VID_21886",455
"VID_12680",1023
"VID_5318",152
"VID_18729",510
"VID_3743",5212
"VID_22340",9592
"VID_7883",54
"VID_14571",5098
"VID_20046",270
"VID_14313",49
"VID_19082",108
"VID_11669",1618
"VID_2403",937
"VID_7712",861
"VID_18609",2867
"VID_11421",201
"VID_17566",7649
"VID_18756",805
"VID_4247",174
"VID_873",1308
"VID_5746",33091
"VID_13164",6390
"VID_7328",30
"VID_12080",67124
"VID_6225",162
"VID_21762",481
"VID_7152",1095
"VID_18531",68260
"VID_13933",793
"VID_20645",36
"VID_7912",1795
"VID_3764",274
"VID_1419",63303
"VID_10266",8681
"VID_17267",134
"VID_17708",253
"VID_14260",618
"VID_22827",371
"VID_15849",4
"VID_6295",291
"VID_4035",15
"VID_15408",195
"VID_17222",7285
"VID_6272",271
"VID_11058",78809
"VID_7933",261
"VID_10786",384
"VID_15374",619
"VID_19008",20342
"VID_2844",285
"VID_12873",215
"VID_1355",521
"VID_19948",934
"VID_13963",478
"VID_21011",344
"VID_21482",20691
"VID_21047",833
"VID_4720",369
"VID_22653",1982
"VID_17703",221
"VID_13037",298
"VID_18144",13303
"VID_23720",400
"VID_15700",391
"VID_2508",61
"VID_22904",543
"VID_17530",297
"VID_18410",656
"VID_1699",13305
"VID_13566",528
"VID_8420",731
"VID_11889",358
"VID_895",19002
"VID_3134",227
"VID_10710",91832
"VID_4238",8
"VID_11849",895
"VID_2588",506
"VID_6522",11969
"VID_12950",1165
"VID_11709",1987
"VID_16269",1727
"VID_364",989
"VID_2644",369
"VID_23659",1656
"VID_2730",227
"VID_1454",52368
"VID_2825",1470
"VID_20225",220
"VID_1489",4843
"VID_23715",16087
"VID_12821",2283
"VID_11847",235
"VID_7640",1001
"VID_19332",1726
"VID_5762",821
"VID_20998",3699
"VID_11454",90
"VID_17762",3049
"VID_691",343
"VID_21981",23390
"VID_14040",417
"VID_5138",86410
"VID_2373",142
"VID_6714",29
"VID_19344",2005
"VID_6267",475
"VID_7897",1048
"VID_13511",25
"VID_6917",46558
"VID_3310",24
"VID_14906",865
"VID_7881",41
"VID_13142",711
"VID_15795",420
"VID_18665",51021
"VID_2431",164
"VID_13625",25636
"VID_2025",1047
"VID_1001",48
"VID_3076",283
"VID_16999",101
"VID_22546",860
"VID_22344",1601
"VID_20339",289
"VID_504",419
"VID_17790",313
"VID_3641",6
"VID_18275",337
"VID_14821",17
"VID_1580",22529
"VID_9979",49709
"VID_21425",941
"VID_6419",139
"VID_6374",1315
"VID_23257",28855
"VID_6998",94
"VID_8926",5724
"VID_4243",395
"VID_14086",922
"VID_22645",48736
"VID_21879",499
"VID_9573",21014
"VID_1998",491
"VID_14137",263
"VID_7136",147
"VID_9981",1423
"VID_11657",70
"VID_7110",1002
"VID_21099",28688
"VID_1543",56862
"VID_5706",118
"VID_23139",142
"VID_5755",7330
"VID_13994",45
"VID_11854",547
"VID_18964",31
"VID_14089",428
"VID_1725",1342
"VID_14435",284
"VID_13519",1854
"VID_6687",306
"VID_992",8761
"VID_13255",7
"VID_8720",403
"VID_22967",991
"VID_21862",472
"VID_1011",46195
"VID_18429",383
"VID_19556",78934
"VID_11414",311
"VID_4631",580
"VID_886",380
"VID_18079",160
"VID_16482",560
"VID_23628",1196
"VID_2940",810
"VID_22096",398
"VID_18014",481
"VID_8405",54
"VID_7807",141
"VID_12928",769
"VID_23436",777
"VID_2351",16
"VID_22593",1136
"VID_10735",70683
"VID_9377",507
"VID_12438",4073
"VID_20892",1300
"VID_1087",91195
"VID_5149",91
"VID_1085",535
"VID_16895",145
"VID_10319",3
"VID_4222",20
"VID_13244",504
"VID_14100",498
"VID_4217",86
"VID_10197",1901
"VID_3220",520
"VID_13107",807
"VID_6301",675
"VID_15202",28143
"VID_8263",503
"VID_10766",576
"VID_6885",66869
"VID_8141",226
"VID_20428",2367
"VID_14824",3
"VID_7651",364
"VID_10878",712
"VID_4263",149
"VID_9922",927
"VID_6475",4677
"VID_15557",24
"VID_17806",1684
"VID_17324",653
"VID_19027",1710
"VID_21128",2439
"VID_3196",233
"VID_9196",1435
"VID_17497",2398
"VID_11413",69
"VID_10917",30
"VID_22606",837
"VID_9824",1041
"VID_23286",28589
"VID_9752",1398
"VID_13761",759
"VID_21939",719
"VID_535",57
"VID_23444",692
"VID_1499",94260
"VID_5034",1508
"VID_9413",492
"VID_6244",48
"VID_23106",493
"VID_19719",2056
"VID_4412",248
"VID_18926",502
"VID_23637",11918
"VID_18666",18170
"VID_21005",1784
"VID_18951",498
"VID_9165",197
"VID_3715",1015
"VID_10362",479
"VID_2231",295
"VID_9123",5968
"VID_577",223
"VID_11922",87345
"VID_11881",9380
"VID_21127",3784
"VID_14805",14296
"VID_19323",5
"VID_10125",433
"VID_1717",41655
"VID_1819",2281
"VID_1609",4
"VID_18343",40668
"VID_4800",202
"VID_4740",15
"VID_6502",401
"VID_9232",6379
"VID_13675",272
"VID_2567",15207
"VID_3546",116
"VID_23743",88
"VID_23270",651
"VID_12998",400
"VID_21509",404
"VID_3602",106
"VID_21989",537
"VID_5159",261
"VID_20289",1769
"VID_7900",4153
"VID_3558",169
"VID_1764",569
"VID_13204",2024
"VID_5433",1004
"VID_12037",1053
"VID_19320",195
"VID_437",2485
"VID_17153",13658
"VID_2276",681
"VID_8949",27702
"VID_16265",4763
"VID_4154",14
"VID_10593",44
"VID_10169",1173
"VID_7906",6010
"VID_6160",100
"VID_13735",401
"VID_20644",902
"VID_22389",2024
"VID_18986",47421
"VID_20038",1327
"VID_8929",2108
"VID_20100",4884
"VID_22080",1399
"VID_2332",399
"VID_20975",509
"VID_10824",698
"VID_15323",63
"VID_20227",754
"VID_9309",923
"VID_23675",533
"VID_7155",1466
"VID_2486",6976
"VID_16861",423
"VID_8262",2023
"VID_23488",254
"VID_7263",9658
"VID_20886",395
"VID_9753",1631
"VID_8774",533
"VID_17309",456
"VID_5337",25
"VID_3417",66
"VID_8173",343
"VID_22302",536
"VID_19169",19
"VID_1565",485
"VID_6686",1558
"VID_15440",9
"VID_1331",52463
"VID_19093",192
"VID_10763",661
"VID_9601",489
"VID_15982",5849
"VID_3000",6784
"VID_1963",21658
"VID_9075",53
"VID_16285",68
"VID_19832",669
"VID_21280",34155
"VID_2264",669
"VID_14929",1712
"VID_15811",167
"VID_22700",74
"VID_20594",1804
"VID_15193",3688
"VID_7700",6985
"VID_2820",46835
"VID_812",1269
"VID_11751",506
"VID_22881",2585
"VID_958",133
"VID_17729",16
"VID_11596",4953
"VID_19325",404
"VID_2190",109
"VID_13073",122
"VID_6840",16901
"VID_12225",46170
"VID_5837",24274
"VID_18859",406
"VID_3769",21007
"VID_2115",1263
"VID_3746",145
"VID_4813",3602
"VID_17143",1405
"VID_8066",225
"VID_17772",751
"VID_10821",784
"VID_10238",1275
"VID_5016",132
"VID_19825",232
"VID_23632",697
"VID_22367",531
"VID_19159",67
"VID_5258",1944
"VID_2447",280
"VID_2285",1359
"VID_9562",28539
"VID_8430",1616
"VID_20007",762
"VID_12308",493
"VID_4198",3
"VID_17417",6
"VID_16302",3106
"VID_14813",532
"VID_17865",7
"VID_16200",33198
"VID_2072",8873
"VID_9596",1169
"VID_6098",584
"VID_17429",381
"VID_21895",1913
"VID_9835",1373
"VID_10989",541
"VID_2035",16001
"VID_12355",216
"VID_12657",867
"VID_19220",1937
"VID_19275",1008
"VID_19369",218
"VID_18225",990
"VID_9897",1678
"VID_10933",501
"VID_12062",1554
"VID_3268",325
"VID_2127",1107
"VID_1366",142
"VID_798",902
"VID_11037",445
"VID_8945",82
"VID_17210",5797
"VID_6112",4231
"VID_22798",824
"VID_19582",433
"VID_1276",45534
"VID_19072",877
"VID_4995",11
"VID_14521",1950
"VID_6580",4855
"VID_7648",1079
"VID_13218",5108
"VID_12709",413
"VID_4152",6
"VID_5017",29484
"VID_12246",471
"VID_3971",123
"VID_388",7955
"VID_303",6229
"VID_18386",118
"VID_8321",431
"VID_761",490
"VID_6250",871
"VID_3051",325
"VID_8930",68794
"VID_23327",68
"VID_10395",488
"VID_6038",87
"VID_15890",1066
"VID_13023",5029
"VID_15120",410
"VID_11617",84
"VID_18165",3725
"VID_5280",1356
"VID_5648",6852
"VID_10782",738
"VID_21087",67324
"VID_21352",511
"VID_9585",890
"VID_6821",21689
"VID_15087",296
"VID_19654",1569
"VID_10413",717
"VID_22027",257
"VID_5081",1415
"VID_6452",116
"VID_16047",537
"VID_14887",1036
"VID_12293",547
"VID_10093",336
"VID_12852",946
"VID_2498",171
"VID_7027",9
"VID_2493",128
"VID_21706",557
"VID_14603",1344
"VID_5878",22112
"VID_965",67056
"VID_9432",1896
"VID_9060",404
"VID_6273",386
"VID_20500",639
"VID_18347",2827
"VID_12503",134
"VID_19854",781
"VID_3007",32867
"VID_10533",183
"VID_7212",910
"VID_6928",38782
"VID_10737",1549
"VID_11747",417
"VID_7988",1538
"VID_8302",1501
"VID_13951",19
"VID_6027",15
"VID_15919",398
"VID_14027",35
"VID_3261",1406
"VID_4875",36
"VID_13573",10640
"VID_22534",4238
"VID_11699",93
"VID_9756",2839
"VID_18923",572
"VID_14146",7157
"VID_7005",45
"VID_17570",44915
"VID_10623",263
"VID_20406",1135
"VID_9855",2978
"VID_4293",233
"VID_16121",635
"VID_6836",46637
"VID_21469",318
"VID_4587",3769
"VID_15753",2858
"VID_19328",397
"VID_6206",155
"VID_14693",220
"VID_2621",748
"VID_6674",324
"VID_6064",23
"VID_1561",52239
"VID_20424",1724
"VID_1743",301
"VID_634",8
"VID_3729",745
"VID_14834",249
"VID_1112",70323
"VID_12556",41
"VID_17801",3374
"VID_15945",458
"VID_22283",493
"VID_20449",20
"VID_19298",293
"VID_13682",89
"VID_22045",681
"VID_22228",156
"VID_10447",36
"VID_10550",34
"VID_16309",1726
"VID_14611",196
"VID_10091",1339
"VID_4195",53
"VID_21884",46199
"VID_2200",262
"VID_14959",34771
"VID_22060",1005
"VID_3760",208
"VID_5295",844
"VID_15783",372
"VID_17910",49369
"VID_17958",59008
"VID_18047",46005
"VID_20926",1200
"VID_3731",213
"VID_994",480
"VID_13333",45701
"VID_8368",48
"VID_5073",692
"VID_20503",4209
"VID_10522",690
"VID_19652",840
"VID_4881",178
"VID_18340",25272
"VID_10149",2201
"VID_5158",1952
"VID_18273",111
"VID_13454",353
"VID_13681",1130
"VID_19689",2243
"VID_21289",45593
"VID_6464",99
"VID_13637",3497
"VID_9351",4432
"VID_8366",116
"VID_23188",1036
"VID_12067",68
"VID_8565",72264
"VID_20572",2924
"VID_22159",750
"VID_19319",3
"VID_12375",31730
"VID_17832",41389
"VID_7709",2912
"VID_7814",1729
"VID_14806",1306
"VID_19850",14
"VID_243",189
"VID_15442",788
"VID_7036",3370
"VID_380",138
"VID_15738",9
"VID_6106",5905
"VID_13875",494
"VID_7114",1205
"VID_21784",919
"VID_18238",251
"VID_2632",5739
"VID_13335",367
"VID_11278",4891
"VID_20865",31324
"VID_5590",797
"VID_10834",815
"VID_14776",558
"VID_14535",398
"VID_20753",586
"VID_11716",383
"VID_6442",204
"VID_14855",267
"VID_5618",153
"VID_15705",12
"VID_21268",1068
"VID_6719",1178
"VID_12439",8741
"VID_19495",344
"VID_1413",347
"VID_19700",476
"VID_18724",1005
"VID_20607",605
"VID_67",84
"VID_17220",9636
"VID_5923",4738
"VID_15913",585
"VID_16408",254
"VID_16364",2780
"VID_16933",31697
"VID_15529",338
"VID_11148",1038
"VID_12324",23498
"VID_5617",437
"VID_7904",121
"VID_16263",1745
"VID_12364",1697
"VID_12538",1743
"VID_22150",1034
"VID_3643",37
"VID_1672",9429
"VID_12028",199
"VID_9769",1297
"VID_5028",220
"VID_15031",1268
"VID_4006",34
"VID_13135",2004
"VID_17048",40853
"VID_13862",19012
"VID_22781",1529
"VID_4286",1651
"VID_15754",569
"VID_6118",54
"VID_12929",300
"VID_20172",276
"VID_12981",971
"VID_19861",493
"VID_23691",98
"VID_6638",18630
"VID_8177",5
"VID_15137",513
"VID_10369",394
"VID_18888",301
"VID_968",13045
"VID_15157",42930
"VID_23693",109
"VID_14298",521
"VID_20552",31457
"VID_9109",776
"VID_3272",6
"VID_19926",1403
"VID_5432",103
"VID_19362",623
"VID_2721",18022
"VID_11957",1174
"VID_8323",2781
"VID_645",457
"VID_2783",2578
"VID_13684",345
"VID_18745",553
"VID_2193",200
"VID_19488",724
"VID_6168",504
"VID_21456",3396
"VID_7573",754
"VID_20065",1722
"VID_11804",7
"VID_15866",79
"VID_13110",737
"VID_7220",698
"VID_16965",486
"VID_20407",1230
"VID_19807",641
"VID_22434",490
"VID_11886",89814
"VID_19299",75
"VID_2583",5538
"VID_4770",15
"VID_3421",482
"VID_18263",268
"VID_22062",4986
"VID_21908",5861
"VID_8584",111
"VID_3106",1168
"VID_7464",220
"VID_684",287
"VID_13709",226
"VID_23655",873
"VID_8589",70
"VID_4824",5946
"VID_12596",269
"VID_9452",296
"VID_14432",2703
"VID_7849",459
"VID_6822",19970
"VID_392",39273
"VID_12777",144
"VID_13616",992
"VID_15792",375
"VID_11060",33
"VID_18182",1318
"VID_12237",487
"VID_15759",988
"VID_15351",123
"VID_16436",4702
"VID_16993",1431
"VID_15666",551
"VID_20082",41836
"VID_23470",14854
"VID_15347",296
"VID_23453",1330
"VID_10613",179
"VID_20155",31
"VID_7919",2900
"VID_289",4067
"VID_16248",2054
"VID_15023",1884
"VID_5776",304
"VID_7234",2208
"VID_15841",857
"VID_23258",1091
"VID_3322",9
"VID_3510",640
"VID_4057",187
"VID_8683",23
"VID_12924",302
"VID_19014",6365
"VID_4319",4471
"VID_9574",2996
"VID_4942",1392
"VID_12485",1045
"VID_18915",184
"VID_23465",70952
"VID_5395",192
"VID_4252",14
"VID_18134",67183
"VID_4898",1277
"VID_21615",3991
"VID_9433",614
"VID_2216",573
"VID_17785",1328
"VID_17327",456
"VID_20818",158
"VID_7475",1401
"VID_20723",289
"VID_22157",400
"VID_7481",480
"VID_7159",403
"VID_16515",893
"VID_274",346
"VID_14701",1908
"VID_20123",281
"VID_4368",1190
"VID_4574",1006
"VID_1576",307
"VID_11992",67047
"VID_19868",326
"VID_8342",208
"VID_22655",755
"VID_20712",801
"VID_9138",443
"VID_7699",4941
"VID_8951",46849
"VID_1392",276
"VID_14808",475
"VID_8128",246
"VID_18170",4037
"VID_8311",328
